lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
172,0,108.9,10,4,4,3,0,0,0,0
23,0,82.33,3,10,4,3,0,3,0,1
91,0,67.95,3,21,4,3,1,3,0,1
30,0,195.53,9,24,4,2,2,0,5,0
39,0,129.7,9,25,4,0,1,0,0,0
52,1,130.9,12,17,4,4,2,0,3,1
131,0,129.6,9,9,4,2,0,0,0,0
1,1,124.0,8,1,4,1,1,0,0,1
9,1,149.0,10,6,4,2,0,3,0,1
70,2,174.3,4,16,4,1,2,0,5,1
124,1,90.9,7,3,4,0,2,0,0,1
192,1,117.3,7,25,3,4,1,0,4,0
39,1,81.0,2,26,4,1,0,3,0,1
105,0,58.0,3,18,3,2,1,0,0,1
5,0,110.0,5,24,2,2,0,0,0,0
48,1,105.9,10,1,4,3,0,0,0,1
19,0,135.0,5,7,4,1,0,0,0,1
54,0,130.05,4,20,4,3,0,0,0,1
78,0,85.5,4,8,4,2,0,3,1,0
75,0,67.5,3,15,4,2,0,3,0,1
0,2,106.0,8,25,4,2,0,0,0,1
3,0,66.0,2,1,2,2,1,0,0,1
17,0,208.0,12,31,4,1,0,0,5,1
30,1,77.86,11,23,4,4,0,0,1,0
7,1,126.0,9,19,4,2,2,0,0,1
203,1,122.76,8,13,4,5,2,0,0,0
4,3,88.0,11,2,2,2,0,0,0,1
9,1,79.0,3,17,2,1,0,0,0,1
30,1,116.3,3,4,4,2,0,0,3,1
0,0,67.95,12,2,4,4,0,3,0,1
11,2,96.0,12,11,4,2,1,0,0,1
158,1,93.0,2,27,3,2,2,0,3,1
4,0,141.0,7,23,4,1,1,0,0,0
22,0,65.0,12,18,2,1,0,0,0,1
25,0,68.0,11,15,3,5,0,0,0,1
31,1,135.9,7,9,4,1,1,0,0,1
27,1,131.44,6,29,4,4,1,3,0,1
58,0,75.0,11,23,3,4,0,0,0,1
76,0,90.95,10,16,3,5,2,0,3,1
9,1,166.0,7,13,4,3,0,0,3,1
125,0,108.9,8,7,4,1,2,0,0,0
7,0,95.0,10,18,2,1,0,0,0,1
181,2,129.7,8,4,4,5,2,0,3,0
57,1,115.6,4,12,4,5,0,0,3,1
12,1,132.39,12,10,4,2,2,0,3,1
14,2,170.0,10,7,4,2,0,0,3,1
35,2,118.1,3,3,4,3,2,1,0,1
186,0,108.45,8,7,4,8,4,0,0,0
65,1,127.38,8,4,4,1,0,0,1,1
68,0,85.5,4,4,4,2,1,3,0,0
7,1,84.0,7,25,2,0,1,0,0,1
78,1,69.2,3,20,4,5,2,0,3,1
77,0,72.25,4,2,4,2,2,0,0,1
64,1,168.3,9,16,4,2,0,0,3,1
65,0,146.7,7,26,4,3,0,0,3,0
14,2,231.0,7,21,4,1,0,0,5,1
152,0,56.52,10,29,3,3,1,0,0,1
8,1,119.0,9,2,4,1,0,3,0,1
24,0,89.25,6,13,4,1,1,0,0,1
112,1,115.52,5,5,4,3,1,0,3,1
148,3,130.05,7,15,4,2,2,0,3,1
108,0,85.85,4,15,4,3,2,0,0,0
12,2,87.78,7,19,4,2,0,3,0,1
132,1,96.56,8,10,3,5,2,0,3,1
175,1,99.45,8,2,4,4,0,0,0,1
8,0,156.0,6,10,4,2,0,0,3,0
87,1,82.45,3,30,4,4,1,0,0,1
27,0,77.87,12,4,4,2,1,0,1,0
270,0,70.0,4,20,3,4,0,0,0,1
0,1,0.0,9,27,1,0,1,0,0,1
113,0,138.55,7,1,4,6,2,0,3,0
70,3,168.3,9,11,4,4,2,0,3,1
93,0,90.9,10,27,4,2,0,0,0,0
60,1,140.4,6,1,4,3,0,0,3,1
13,1,125.67,4,29,4,2,1,3,0,1
196,0,105.3,8,1,4,0,1,0,0,0
56,0,159.3,5,3,4,2,0,0,0,0
16,0,95.0,10,8,0,1,2,0,0,1
58,1,94.5,10,9,4,2,0,0,0,1
6,0,68.0,12,4,3,2,2,0,0,1
195,1,121.5,8,17,4,3,0,0,0,0
61,0,92.28,5,11,4,4,0,0,0,0
60,2,96.98,12,23,4,4,0,0,0,1
14,1,129.0,9,20,4,1,0,3,0,1
80,1,96.3,6,23,4,1,0,0,0,1
113,2,115.74,12,26,4,5,1,0,3,1
117,2,105.3,7,19,4,2,0,0,0,1
61,1,80.75,10,24,4,1,0,0,0,1
42,0,88.2,3,22,4,1,0,3,0,1
14,0,169.0,7,28,4,2,0,1,0,0
79,1,90.95,4,13,4,4,0,0,0,1
3,1,0.0,11,25,1,2,0,0,0,1
33,0,139.52,4,24,4,4,2,0,5,0
197,0,160.6,12,21,3,4,1,1,0,1
15,2,146.0,12,30,4,2,0,0,3,1
75,0,90.95,4,11,4,4,1,0,0,0
63,0,112.59,8,3,4,3,0,3,0,0
13,1,149.33,6,3,4,2,1,0,3,1
5,0,65.0,1,13,3,1,0,0,0,1
73,1,131.4,8,6,4,1,1,0,3,0
1,0,122.67,4,18,4,2,1,0,3,1
28,0,74.08,3,7,4,5,2,0,3,1
19,1,81.82,1,1,4,2,1,0,0,1
70,0,146.7,7,31,4,0,1,0,3,0
99,0,101.5,3,24,4,3,0,3,0,1
64,0,103.5,7,25,4,0,1,3,0,1
14,1,101.0,11,5,4,3,0,0,0,1
210,1,67.42,8,15,4,5,2,0,0,1
206,0,90.95,8,29,4,3,1,0,0,0
215,0,99.45,8,20,4,5,2,0,3,0
251,1,73.35,11,21,4,1,1,3,0,1
112,0,131.13,12,27,4,3,0,0,3,0
90,0,88.74,12,26,4,4,1,3,0,0
0,1,95.4,3,13,4,1,2,0,3,1
96,0,103.5,7,6,4,4,0,3,0,1
31,0,67.5,2,5,4,2,0,3,0,0
41,0,66.88,12,1,4,3,0,3,0,1
3,0,79.0,2,2,4,1,0,0,0,1
119,1,76.5,7,20,4,0,1,0,0,0
120,0,87.13,4,30,4,2,2,3,0,0
31,0,95.0,10,9,2,2,2,0,0,1
60,0,60.0,10,12,3,1,1,0,0,1
72,1,115.0,9,14,2,2,0,3,0,0
50,0,112.5,4,8,4,2,0,0,0,0
35,2,104.3,4,17,4,2,2,0,0,1
131,1,81.25,8,1,3,4,1,0,0,1
70,0,80.0,7,11,3,5,1,0,0,0
0,0,12.0,12,29,3,3,1,0,0,1
120,4,143.1,6,13,4,0,1,0,0,1
16,2,137.0,4,17,4,0,1,0,3,1
91,1,52.02,4,1,4,2,2,3,0,1
112,1,134.1,9,23,4,2,1,3,0,0
214,1,90.95,8,7,4,3,2,0,0,1
5,0,70.0,10,28,3,4,0,0,0,1
15,0,54.75,10,23,3,2,2,0,0,1
0,0,65.0,3,15,2,2,0,0,0,1
104,0,74.8,11,22,4,5,0,0,0,0
163,0,110.0,9,8,3,3,0,0,0,0
54,1,100.2,10,3,4,1,2,0,0,1
349,0,90.0,10,4,3,5,1,0,0,1
47,0,65.0,11,11,2,1,0,0,0,1
32,1,85.5,11,2,4,0,1,3,0,1
71,1,137.1,5,13,4,2,2,0,3,1
105,0,150.3,8,24,4,4,0,0,3,0
22,0,102.88,12,4,4,2,2,0,1,1
46,2,78.0,12,26,4,3,2,0,0,1
19,1,165.0,11,10,4,2,0,0,3,1
65,0,75.0,11,18,3,2,0,0,0,1
77,2,79.2,12,6,4,2,0,3,0,1
6,3,69.5,1,12,4,2,0,3,0,1
11,1,151.0,8,13,4,1,2,0,0,0
2,1,148.0,8,21,4,0,2,0,0,1
14,2,89.0,9,11,4,0,1,3,0,1
12,0,68.0,11,2,3,5,1,0,0,1
39,0,198.9,7,20,4,2,0,0,5,0
154,0,189.9,6,12,4,1,2,0,5,0
1,0,76.5,1,8,4,2,0,3,0,1
77,0,76.5,3,31,4,3,0,3,0,0
219,1,145.1,9,13,4,2,0,0,0,0
145,1,114.3,7,7,4,3,0,0,0,0
1,0,81.0,8,8,4,2,2,3,0,1
47,1,128.0,10,27,4,1,0,0,0,1
162,0,105.3,7,1,4,2,1,0,0,0
106,2,84.58,7,13,3,4,0,0,0,1
29,1,148.0,7,28,4,1,0,3,0,1
261,0,67.5,12,10,4,1,0,3,0,0
34,0,80.75,9,18,3,2,2,0,0,1
11,0,95.0,5,23,4,0,1,0,0,0
21,0,124.8,5,19,3,1,0,0,3,1
61,0,75.0,11,19,3,1,2,0,0,1
203,1,90.95,7,19,4,5,0,0,0,0
0,0,160.0,9,27,2,1,0,0,3,1
149,0,105.3,8,20,4,2,2,0,0,0
61,0,125.8,10,9,3,1,2,0,4,1
37,1,99.9,6,21,4,3,0,0,0,1
96,1,72.25,11,28,4,1,0,0,0,0
4,1,183.0,9,16,4,2,0,0,0,1
137,2,117.3,12,24,4,3,2,1,0,1
15,0,99.0,8,23,4,0,1,0,0,0
35,1,107.1,6,21,4,2,0,0,0,1
29,0,67.5,8,16,3,2,0,3,0,1
270,0,110.0,4,20,3,4,0,0,0,0
150,1,118.62,8,28,4,3,2,0,0,1
98,0,91.5,6,26,4,1,2,3,0,0
4,0,64.4,3,16,3,1,0,0,0,1
72,0,108.11,6,1,4,3,0,0,3,1
233,0,86.62,8,11,4,2,0,0,1,0
31,1,148.69,9,26,4,3,1,0,5,1
49,0,60.0,11,9,3,4,1,0,3,1
58,1,66.45,2,29,4,7,3,0,0,1
0,0,95.0,5,2,0,3,1,0,0,1
3,0,0.0,10,2,1,10,4,0,0,1
123,0,123.3,8,13,4,1,0,0,0,0
75,2,168.3,8,12,4,3,2,0,3,1
126,2,136.8,12,24,4,1,0,1,3,0
69,2,79.2,11,4,4,1,0,3,0,1
9,1,79.0,11,17,2,1,0,0,0,1
4,1,75.0,11,13,2,0,2,0,0,1
7,2,170.33,10,9,4,2,1,0,3,1
139,0,131.36,7,16,4,9,4,0,0,0
42,1,80.3,2,21,4,0,1,0,0,1
235,2,105.3,8,6,4,1,1,0,0,0
279,1,80.75,10,10,3,2,1,0,0,1
121,1,103.5,5,17,4,1,0,3,0,1
210,0,96.3,8,18,4,1,0,0,0,0
158,1,114.75,5,25,4,4,0,0,0,0
85,2,151.2,10,7,4,2,0,0,3,1
74,2,121.2,4,17,4,3,2,0,3,1
33,0,131.4,4,2,4,1,1,0,3,1
199,1,128.7,8,28,4,0,1,0,3,0
5,0,65.0,5,9,2,1,1,0,0,1
6,1,104.92,4,22,4,3,2,0,0,1
35,2,153.3,3,26,4,1,2,0,3,1
120,0,72.25,8,2,3,4,0,0,0,1
27,2,113.0,12,7,4,3,0,0,0,1
21,0,67.0,11,21,2,0,1,0,0,0
34,0,177.33,9,23,3,3,0,1,0,1
14,0,82.0,9,17,3,2,0,1,0,1
198,2,63.75,12,8,4,3,2,3,0,1
185,1,90.95,7,5,4,4,0,0,0,0
1,1,170.0,9,26,4,1,1,3,0,1
67,1,79.2,11,21,4,1,1,0,0,1
19,2,104.0,9,19,3,0,1,0,0,1
136,1,106.2,3,25,4,2,1,0,0,0
4,1,0.0,1,9,1,1,1,2,3,1
1,1,65.76,12,5,4,3,1,0,0,1
32,1,99.0,8,28,4,0,1,3,0,1
107,2,137.7,7,13,4,3,0,0,3,1
120,0,146.7,7,12,4,3,0,0,3,1
94,0,137.7,7,13,4,2,0,0,3,1
34,0,65.0,7,19,2,1,0,0,0,0
57,1,0.0,6,10,4,2,1,0,0,1
1,1,91.0,6,13,4,1,1,0,0,1
20,0,129.0,10,4,4,3,0,3,0,0
61,0,78.2,12,19,3,0,1,0,3,1
18,0,64.0,2,12,3,2,1,0,0,1
28,2,104.5,8,30,4,4,0,3,0,1
7,2,115.0,9,5,4,1,0,3,0,1
3,1,166.0,10,7,4,2,1,0,0,1
78,2,110.84,12,26,4,4,1,0,3,1
40,0,112.95,3,23,4,4,0,0,0,0
59,0,105.6,4,25,4,2,1,0,0,0
0,0,95.0,10,10,2,0,1,0,0,1
7,1,96.0,3,7,4,1,1,0,0,1
10,2,106.5,8,20,4,3,1,3,0,1
118,3,107.95,5,1,4,5,2,0,3,1
52,1,115.09,10,31,4,5,1,0,3,1
37,1,74.8,12,7,4,4,0,3,0,1
150,0,135.0,10,3,4,2,1,0,0,0
44,0,94.5,10,12,4,2,1,0,0,1
30,1,117.3,3,2,4,4,0,0,3,1
3,1,130.0,6,28,4,2,0,0,0,1
123,2,107.95,5,22,4,2,2,0,3,1
82,1,74.15,4,25,4,0,1,0,0,0
77,0,116.1,6,17,4,2,0,3,0,0
45,0,111.6,10,3,4,3,1,0,3,0
11,1,65.0,2,15,2,0,1,0,0,1
58,1,116.1,6,17,4,2,1,3,0,1
3,2,113.46,5,29,4,4,2,0,0,1
75,0,65.0,6,15,2,1,0,0,0,1
92,2,79.2,11,12,4,1,2,3,0,0
152,1,90.95,6,27,4,3,1,0,0,1
64,1,94.5,4,11,4,1,1,3,0,0
193,0,160.2,12,29,4,3,0,0,5,1
6,1,79.0,2,3,4,1,0,0,0,0
32,1,109.58,10,14,4,4,0,0,0,1
42,1,71.1,3,11,4,2,0,3,0,1
127,2,113.05,5,21,4,2,2,0,3,1
50,1,74.61,11,17,4,3,1,0,3,1
26,0,147.0,4,13,4,1,0,0,3,0
12,0,89.89,12,10,4,2,2,0,0,1
70,1,125.1,9,15,4,1,0,3,0,1
108,1,190.8,10,14,4,2,1,0,5,1
8,1,85.0,2,19,3,2,1,0,0,1
3,1,161.7,9,22,4,1,0,0,3,1
196,3,81.81,7,4,4,10,3,0,1,1
65,0,152.1,8,20,4,1,1,0,0,0
6,0,176.0,2,24,4,2,0,0,5,1
137,0,75.9,11,14,4,3,1,3,0,0
94,0,72.25,11,17,4,1,0,0,0,0
65,2,143.7,7,21,4,3,0,0,3,1
54,0,88.2,3,18,4,2,1,3,0,0
75,0,89.75,10,1,3,1,0,0,0,1
18,1,82.8,2,7,4,1,2,0,3,1
1,0,71.7,1,27,4,2,0,0,0,1
44,1,74.82,1,29,4,3,2,0,0,1
169,0,63.5,4,22,3,2,2,0,0,1
73,0,0.0,11,24,4,3,0,0,0,1
1,0,86.25,12,23,4,3,0,0,1,1
0,0,158.0,8,18,4,1,0,3,0,0
103,0,78.3,3,18,4,2,0,0,0,1
21,2,162.67,11,11,4,2,1,1,3,1
249,0,80.75,10,22,4,2,2,0,0,0
31,0,116.55,10,3,4,1,1,3,0,1
1,1,181.0,8,2,4,1,0,0,3,1
10,1,129.0,6,16,4,3,0,3,0,0
44,0,85.5,4,29,3,1,0,0,0,1
1,1,169.0,9,15,4,1,0,0,0,1
2,0,72.0,2,17,3,3,0,0,0,1
9,1,87.0,10,31,4,1,2,0,0,1
176,1,90.0,3,20,4,4,2,0,0,1
107,0,150.3,8,17,4,4,1,0,3,0
46,1,89.2,11,18,4,2,0,0,0,1
113,1,90.0,12,8,4,1,0,0,0,0
18,1,0.0,11,7,4,0,0,0,0,1
94,0,106.08,5,11,3,4,0,0,3,1
260,1,56.94,11,16,4,4,1,0,0,1
283,1,69.38,7,9,4,3,2,0,0,1
119,0,127.8,8,16,4,2,0,0,3,0
75,0,12.0,3,17,3,3,1,0,0,0
9,1,130.0,8,20,4,1,0,0,0,0
249,0,119.85,10,2,4,3,2,0,0,0
4,0,76.5,6,20,3,0,1,0,0,1
3,0,85.0,6,17,3,2,1,3,0,1
81,1,143.1,8,13,4,3,2,0,0,1
17,2,196.0,7,23,4,1,0,0,3,1
31,2,129.0,10,26,4,3,0,0,0,1
92,1,103.5,6,30,4,3,1,3,0,1
145,0,128.34,8,29,4,4,1,0,0,1
156,0,45.87,11,2,3,2,1,0,0,1
131,1,121.5,7,2,4,1,2,0,3,1
156,0,130.05,8,20,4,2,2,0,3,0
204,3,76.5,8,12,4,4,0,0,0,1
106,0,121.37,7,18,4,5,2,0,3,0
5,0,99.0,5,29,2,0,1,0,0,1
2,3,196.0,10,10,4,1,2,0,5,1
141,2,108.29,5,29,4,3,2,0,3,1
77,0,140.4,5,1,4,0,2,0,3,1
77,1,105.4,5,16,3,3,1,0,0,1
0,0,133.0,12,10,4,1,0,0,3,1
154,0,80.75,5,30,3,4,1,0,0,1
169,1,103.5,7,13,4,3,0,3,0,0
118,1,107.95,7,1,4,5,2,0,0,1
0,0,89.0,3,2,4,1,0,3,0,1
134,2,85.5,7,3,4,0,2,3,0,1
90,0,81.62,4,21,3,3,0,0,0,1
12,0,85.0,2,16,3,4,0,0,0,1
62,2,89.25,10,8,4,3,1,0,0,1
12,1,89.32,8,29,4,5,2,0,3,1
31,1,71.52,1,3,4,0,1,0,1,1
5,1,133.0,9,19,4,1,0,0,0,1
10,0,127.0,3,17,4,2,0,0,0,0
2,1,134.0,10,5,4,1,0,3,0,1
107,1,139.5,7,13,4,4,0,1,0,1
8,1,156.0,6,18,4,1,2,0,3,1
30,0,116.1,5,21,4,1,0,3,0,0
0,1,100.0,1,25,4,3,1,0,0,1
2,1,57.98,2,5,4,2,1,3,0,1
67,0,85.5,3,19,4,1,2,3,0,0
34,2,150.98,8,28,4,2,2,0,3,1
26,2,110.0,10,28,4,1,0,3,0,1
20,2,89.0,9,11,4,0,2,3,0,1
198,0,80.75,10,22,3,5,2,0,0,1
35,2,119.0,8,30,4,4,0,0,0,1
3,1,155.0,5,28,4,1,0,0,0,1
80,0,100.0,4,10,3,1,2,1,0,0
115,0,72.25,8,22,3,3,1,0,0,1
2,1,205.0,9,30,4,1,0,0,3,1
192,1,121.5,8,3,4,2,0,0,0,0
190,0,70.0,4,9,3,1,1,0,0,0
262,0,73.95,12,26,4,3,1,0,0,0
210,0,86.0,10,8,3,3,1,1,0,0
0,0,106.67,8,22,4,1,2,0,0,1
38,2,130.0,11,12,4,1,0,0,0,1
320,1,94.95,8,20,4,1,2,0,1,1
202,1,96.3,7,29,4,1,0,0,0,0
2,0,94.0,11,2,0,2,0,0,3,1
233,0,158.95,8,22,4,4,1,0,5,0
82,1,72.25,11,2,4,3,1,0,0,0
69,1,76.5,7,22,4,5,2,0,0,0
60,1,126.0,11,18,4,2,1,0,3,0
49,1,65.49,3,10,4,3,1,0,3,1
6,0,95.0,10,13,4,1,0,0,0,1
7,0,83.0,1,4,4,2,1,0,0,1
33,2,122.4,6,19,4,1,2,0,3,1
59,0,81.0,1,28,3,1,0,0,0,1
40,0,60.0,11,7,3,1,2,0,3,1
132,1,144.9,5,27,4,2,0,0,3,1
13,0,149.0,9,25,4,0,2,0,0,0
35,1,94.05,10,8,4,2,0,0,0,1
20,0,139.0,7,11,4,4,1,3,0,0
30,0,138.93,6,8,4,9,2,0,3,0
111,1,132.6,6,9,4,3,1,0,3,1
64,1,190.0,9,25,4,2,0,0,0,1
260,3,108.68,10,22,4,5,2,0,0,1
22,0,65.75,1,9,4,1,2,3,0,1
4,2,159.0,9,15,4,1,0,0,0,1
131,1,103.5,7,7,4,1,0,3,0,1
43,2,121.0,3,21,4,3,1,0,0,1
8,0,125.0,5,1,4,0,1,0,0,0
63,1,105.3,7,23,4,1,0,0,0,1
7,2,184.0,9,13,4,1,0,0,3,1
84,2,177.3,9,9,4,2,0,0,3,1
36,0,104.0,12,9,4,2,0,0,0,0
96,2,190.8,10,13,4,3,0,0,5,1
11,0,58.0,12,11,3,2,1,0,0,1
221,1,90.95,8,14,4,5,4,0,0,1
29,0,97.33,4,18,4,3,1,0,0,1
21,0,65.0,12,17,2,2,0,0,0,1
87,0,141.9,10,23,4,1,2,0,3,1
2,0,45.5,1,27,3,4,0,0,0,1
46,1,56.59,3,14,4,3,1,0,0,1
19,1,115.11,10,29,4,5,2,0,3,1
131,1,105.3,7,4,4,2,1,0,0,1
3,3,188.0,8,24,4,1,0,0,3,1
71,0,78.3,2,17,4,3,0,0,0,0
20,0,187.0,7,11,4,2,1,0,3,1
46,0,48.6,2,13,4,1,0,3,0,0
48,0,80.3,2,6,4,1,0,0,0,1
7,0,95.0,5,9,2,2,1,0,0,1
9,0,81.0,2,23,4,2,0,3,0,1
63,2,94.95,4,26,4,2,0,3,0,1
129,2,139.99,7,22,4,2,0,0,5,1
104,0,97.33,4,28,4,3,1,0,0,0
46,1,60.0,11,6,3,2,1,0,3,1
3,0,181.0,3,21,4,1,1,0,5,1
20,1,231.0,8,10,4,2,0,0,5,1
36,2,102.6,10,17,4,1,0,0,0,1
9,0,110.0,5,26,0,1,0,0,3,1
6,0,99.2,5,9,2,2,1,0,0,1
1,1,147.67,7,9,4,1,2,0,0,1
17,0,81.0,1,23,4,1,2,0,0,1
6,0,78.0,3,2,2,2,0,0,0,1
251,2,100.3,9,25,4,2,2,0,0,0
87,0,90.0,12,17,3,1,2,0,0,1
114,2,76.5,7,27,4,2,1,0,0,1
129,0,80.75,9,11,3,1,2,0,0,1
250,1,99.3,9,3,4,1,2,0,0,1
51,2,207.9,9,11,4,2,2,0,5,1
90,0,123.08,5,20,3,2,2,0,4,1
151,0,80.0,1,19,3,2,0,0,0,1
169,0,106.0,4,22,3,2,2,1,0,0
60,0,75.0,4,2,3,3,2,0,0,1
29,0,60.0,1,2,3,1,2,0,0,1
0,0,90.0,8,15,4,1,2,0,0,1
195,0,121.5,8,13,4,1,0,0,0,0
1,2,139.0,6,8,4,1,0,0,3,1
34,2,108.0,10,2,4,1,2,3,0,1
20,0,122.6,7,28,4,2,0,0,0,1
81,1,111.78,4,24,4,2,2,1,3,1
7,1,112.0,5,21,3,1,1,1,0,1
103,0,118.8,8,3,4,3,0,0,3,0
59,0,102.6,6,27,4,3,1,3,0,0
10,0,182.0,3,23,4,4,0,0,3,0
155,0,89.76,10,21,3,2,0,0,0,0
33,1,78.2,11,12,3,2,2,0,3,1
28,1,147.25,4,11,4,3,1,1,0,1
63,0,80.75,4,26,3,4,0,0,0,1
33,1,95.0,1,25,2,1,1,0,0,1
179,1,90.9,10,28,4,2,2,0,0,1
92,3,113.4,10,3,4,1,1,0,0,1
1,1,119.0,5,31,4,2,0,3,0,1
0,0,65.0,9,21,2,2,1,0,0,1
4,0,59.5,3,15,3,5,0,3,0,1
60,0,80.75,9,4,4,3,2,0,0,1
37,1,94.36,10,27,4,3,0,0,0,0
255,0,62.64,12,27,3,3,0,0,0,1
1,1,0.0,6,7,1,1,0,0,0,1
78,3,130.58,10,21,3,2,2,1,0,1
219,0,84.0,9,4,3,1,0,1,0,1
22,2,198.88,12,29,4,3,2,1,3,1
0,0,110.0,9,19,2,2,1,0,3,1
47,1,79.2,11,11,4,2,1,3,0,0
16,1,80.3,1,22,4,2,0,0,0,1
8,0,185.67,3,25,4,2,1,1,0,0
4,1,87.0,11,27,4,2,1,0,0,1
0,0,98.0,8,7,4,1,0,0,0,1
39,1,90.23,12,25,4,2,1,0,0,1
89,1,139.95,7,18,4,3,1,0,3,0
83,0,104.4,10,25,4,3,0,0,3,1
0,0,65.0,10,26,2,0,1,0,0,1
81,0,80.75,10,22,3,2,2,0,0,1
104,0,159.9,10,29,4,1,2,0,5,0
17,0,97.0,3,16,4,1,0,3,0,0
133,1,127.15,5,24,4,5,1,0,3,1
3,1,67.0,9,19,2,1,1,0,0,1
57,0,105.25,4,22,4,5,2,0,4,1
9,3,169.0,9,8,4,1,0,0,0,1
12,0,67.0,10,12,2,1,0,0,0,1
99,0,92.48,10,24,4,3,1,0,0,0
3,3,152.0,9,19,4,1,2,3,0,1
0,1,90.95,6,17,3,2,0,0,3,1
59,0,126.0,12,11,4,1,2,0,3,0
17,0,85.0,10,10,3,3,1,0,0,1
49,1,116.7,6,26,4,1,2,0,0,1
53,0,80.75,9,17,3,2,2,0,0,1
0,1,90.0,8,5,4,4,0,0,0,1
62,1,76.0,4,3,3,3,2,0,0,1
4,2,169.0,9,4,4,3,2,0,0,1
29,0,210.03,9,23,4,2,1,1,5,0
163,0,115.0,10,15,3,1,0,0,0,0
115,2,170.63,12,27,4,5,0,0,6,1
3,1,126.0,9,13,4,0,1,0,0,1
19,1,131.35,12,28,4,4,0,0,3,1
12,0,91.0,2,18,4,3,1,0,0,1
198,0,99.95,8,8,4,4,1,0,0,0
80,0,74.8,3,25,3,2,2,0,0,0
1,0,98.1,9,30,3,2,0,0,0,1
31,0,67.0,11,13,2,2,2,0,0,1
18,0,118.0,9,4,4,0,1,3,0,0
11,0,193.0,3,3,4,3,1,1,3,0
386,0,90.0,10,23,3,0,2,1,0,0
0,0,54.02,1,10,4,0,1,3,0,1
130,1,114.3,5,6,4,2,0,0,0,1
2,1,72.38,4,20,4,3,0,3,0,1
3,0,80.0,1,30,4,2,2,0,0,1
215,0,96.3,7,8,4,2,1,0,0,0
0,1,85.86,8,1,4,1,1,0,0,1
211,0,78.3,11,18,4,1,0,0,0,0
16,1,31.0,2,26,2,1,0,0,0,1
148,0,116.1,6,17,4,2,0,3,0,0
212,0,70.0,5,20,3,3,2,0,0,1
27,0,182.33,7,25,4,3,1,0,3,0
6,3,111.67,10,16,4,1,2,3,0,1
96,1,84.15,4,10,4,3,2,0,0,1
38,0,135.9,5,7,4,1,1,0,0,0
36,2,168.3,7,14,4,2,0,0,3,1
86,1,120.69,8,9,4,2,0,0,0,0
36,0,137.7,4,10,4,1,2,0,0,0
34,1,161.5,11,6,4,3,2,0,0,1
101,4,100.2,10,24,4,2,1,0,0,1
19,2,82.8,2,7,4,1,2,0,3,1
7,1,90.0,8,17,4,2,1,0,0,1
13,2,123.67,9,30,3,3,0,1,0,1
6,0,89.0,1,7,4,3,0,0,0,1
1,2,91.38,11,20,4,2,2,0,0,1
59,1,108.0,10,9,4,0,1,3,0,1
20,1,88.0,12,4,4,0,2,3,0,1
124,1,46.67,3,15,3,5,1,0,0,1
100,1,76.5,7,2,4,2,0,0,0,0
201,1,127.0,5,24,4,2,0,0,0,0
97,2,134.1,8,6,4,1,1,0,0,1
15,0,85.0,4,13,3,3,0,3,0,1
105,0,89.3,3,5,4,1,2,0,0,1
140,1,103.5,8,12,4,2,0,3,0,1
168,1,171.9,11,7,4,3,1,0,0,0
24,1,58.0,12,24,3,3,2,0,0,1
0,1,65.0,3,14,2,2,1,0,0,1
48,0,159.3,5,6,4,2,1,0,3,1
101,0,85.6,4,11,4,2,1,0,3,1
3,1,79.0,11,2,2,2,1,0,0,1
5,0,65.0,10,27,2,1,0,0,0,1
85,0,52.36,7,5,4,1,2,0,0,0
64,0,116.1,5,21,4,1,1,3,0,0
10,0,97.0,3,13,4,0,1,3,0,0
76,1,89.7,11,14,4,3,1,0,0,1
39,1,117.98,4,21,4,5,2,0,3,1
2,0,74.0,12,2,2,1,0,0,0,1
14,0,69.75,3,10,3,3,1,0,3,1
115,1,99.45,5,4,4,4,1,0,0,1
40,0,72.0,4,27,4,1,0,3,0,1
4,1,77.25,12,19,4,1,0,0,1,1
45,0,79.2,12,18,4,0,2,3,0,1
138,0,94.5,8,22,3,1,2,1,0,0
143,1,132.88,7,28,4,4,2,0,0,1
32,2,62.0,2,26,3,2,1,0,0,1
132,0,121.37,7,31,4,5,2,0,3,0
57,2,79.2,11,17,4,3,0,3,0,1
45,0,80.3,1,23,4,1,1,0,0,1
118,0,109.86,6,20,4,3,1,0,0,0
33,2,96.3,10,19,4,1,1,0,0,1
240,0,140.4,9,30,4,2,0,0,3,0
139,0,130.99,7,13,4,7,2,0,3,0
28,2,99.87,10,12,4,2,1,0,0,1
20,0,70.42,12,28,4,2,1,0,3,1
43,2,150.3,7,3,4,2,2,0,3,1
9,1,129.0,6,17,4,2,1,3,0,0
51,2,187.85,5,11,4,4,0,0,5,1
64,0,83.48,3,6,4,2,2,0,0,1
4,1,109.0,6,26,4,0,1,0,0,1
74,0,149.4,9,27,4,2,0,0,3,0
29,3,150.45,11,4,4,4,0,0,5,1
44,0,212.42,3,18,4,3,2,1,5,0
68,0,90.95,4,17,3,3,2,0,3,1
2,0,77.0,9,20,3,0,2,0,0,1
38,1,125.1,7,26,4,2,0,3,0,0
84,1,76.5,8,6,4,3,0,0,0,0
4,0,73.8,2,22,3,1,1,0,0,1
131,1,103.05,10,10,4,1,1,3,0,1
